Date,fuel_price_usd,inflation_rate,interest_rate
2017-07-01,52.650001525878906,8.00564967709945,9.772320747954616
2017-08-01,52.380001068115234,8.00564967709945,9.772320747954616
2017-09-01,57.540000915527344,8.00564967709945,9.772320747954616
2017-11-01,63.56999969482422,8.00564967709945,9.772320747954616
2017-12-01,66.5999984741211,8.00564967709945,9.772320747954616
2018-01-01,69.05000305175781,4.6898064677633,8.751395205063274
2018-02-01,65.77999877929688,4.6898064677633,8.751395205063274
2018-03-01,70.2699966430664,4.6898064677633,8.751395205063274
2018-05-01,77.58999633789062,4.6898064677633,8.751395205063274
2018-06-01,79.44000244140625,4.6898064677633,8.751395205063274
2018-08-01,77.41999816894531,4.6898064677633,8.751395205063274
2018-09-01,82.72000122070312,4.6898064677633,8.751395205063274
2018-10-01,75.47000122070312,4.6898064677633,8.751395205063274
2018-11-01,58.709999084472656,4.6898064677633,8.751395205063274
2018-12-01,53.79999923706055,4.6898064677633,8.751395205063274
2019-01-01,61.88999938964844,5.23963795764792,7.203520542178461
2019-02-01,66.02999877929688,5.23963795764792,7.203520542178461
2019-03-01,68.38999938964844,5.23963795764792,7.203520542178461
2019-04-01,72.80000305175781,5.23963795764792,7.203520542178461
2019-05-01,64.48999786376953,5.23963795764792,7.203520542178461
2019-06-01,66.55000305175781,5.23963795764792,7.203520542178461
2019-07-01,65.16999816894531,5.23963795764792,7.203520542178461
2019-08-01,60.43000030517578,5.23963795764792,7.203520542178461
2019-10-01,60.22999954223633,5.23963795764792,7.203520542178461
2019-11-01,62.43000030517578,5.23963795764792,7.203520542178461
2020-01-01,58.15999984741211,5.40516207933392,10.730381841946176
2020-02-01,50.52000045776367,5.40516207933392,10.730381841946176
2020-04-01,25.270000457763672,5.40516207933392,10.730381841946176
2020-05-01,35.33000183105469,5.40516207933392,10.730381841946176
2020-06-01,41.150001525878906,5.40516207933392,10.730381841946176
2020-07-01,43.29999923706055,5.40516207933392,10.730381841946176
2020-08-01,45.27999877929688,5.40516207933392,10.730381841946176
2020-09-01,40.95000076293945,5.40516207933392,10.730381841946176
2020-10-01,37.459999084472656,5.40516207933392,10.730381841946176
2020-12-01,51.79999923706055,5.40516207933392,10.730381841946176
2021-01-01,55.880001068115234,6.10793603659176,5.53443246717246
2021-02-01,66.12999725341797,6.10793603659176,5.53443246717246
2021-03-01,63.540000915527344,6.10793603659176,5.53443246717246
2021-04-01,67.25,6.10793603659176,5.53443246717246
2021-05-01,69.62999725341797,6.10793603659176,5.53443246717246
2021-06-01,75.12999725341797,6.10793603659176,5.53443246717246
2021-07-01,76.33000183105469,6.10793603659176,5.53443246717246
2021-09-01,78.5199966430664,6.10793603659176,5.53443246717246
2021-10-01,84.37999725341797,6.10793603659176,5.53443246717246
2021-11-01,70.56999969482422,6.10793603659176,5.53443246717246
2021-12-01,77.77999877929688,6.10793603659176,5.53443246717246
2022-01-01,91.20999908447266,7.65986268272224,7.2135911338874
2022-02-01,100.98999786376952,7.65986268272224,7.2135911338874
2022-03-01,107.91000366210938,7.65986268272224,7.2135911338874
2022-04-01,109.33999633789062,7.65986268272224,7.2135911338874
2022-06-01,114.80999755859376,7.65986268272224,7.2135911338874
2022-07-01,110.01000213623048,7.65986268272224,7.2135911338874
2022-08-01,96.48999786376952,7.65986268272224,7.2135911338874
2022-09-01,87.95999908447266,7.65986268272224,7.2135911338874
2022-10-01,94.83000183105467,7.65986268272224,7.2135911338874
2022-11-01,85.43000030517578,7.65986268272224,7.2135911338874
2022-12-01,85.91000366210938,7.65986268272224,7.2135911338874
2023-02-01,83.88999938964844,7.67139634029402,8.029980276230608
2023-03-01,79.7699966430664,7.67139634029402,8.029980276230608
2023-04-01,79.54000091552734,7.67139634029402,8.029980276230608
2023-05-01,72.66000366210938,7.67139634029402,8.029980276230608
2023-06-01,74.9000015258789,7.67139634029402,8.029980276230608
2023-07-01,85.55999755859375,7.67139634029402,8.029980276230608
2023-08-01,86.86000061035156,7.67139634029402,8.029980276230608
2023-09-01,95.30999755859376,7.67139634029402,8.029980276230608
2023-11-01,82.83000183105469,7.67139634029402,8.029980276230608
2023-12-01,77.04000091552734,7.67139634029402,8.029980276230608
2024-01-01,81.70999908447266,4.48978854243448,9.016769826387396
2024-02-01,83.62000274658203,4.48978854243448,9.016769826387396
2024-03-01,87.4800033569336,4.48978854243448,9.016769826387396
2024-04-01,87.86000061035156,4.48978854243448,9.016769826387396
2024-05-01,81.62000274658203,4.48978854243448,9.016769826387396
2024-06-01,86.41000366210938,4.48978854243448,9.016769826387396
2024-07-01,80.72000122070312,4.48978854243448,9.016769826387396
2024-08-01,78.80000305175781,4.48978854243448,9.016769826387396
2024-10-01,73.16000366210938,4.48978854243448,9.016769826387396
2024-11-01,72.94000244140625,4.48978854243448,9.016769826387396
2025-01-01,76.76000213623047,,12.63693557532315
2025-02-01,73.18000030517578,,12.63693557532315
2025-03-01,74.73999786376953,,12.63693557532315
2025-04-01,63.119998931884766,,12.63693557532315
2025-05-01,63.900001525878906,,12.63693557532315
2025-07-01,72.52999877929688,,12.63693557532315
2025-08-01,68.12000274658203,,12.63693557532315
2025-09-01,67.0199966430664,,12.63693557532315
2025-10-01,65.06999969482422,,12.63693557532315
2025-11-01,63.20000076293945,,12.63693557532315
2025-12-01,60.84999847412109,,12.63693557532315
2026-01-01,70.69000244140625,,12.63693557532315
2026-03-16,98.81999969482422,,
